ID,Market,CareTime,DateCreated,StartTime,Hours,TimeOfDay,NurseType,NurseTypeLabel,TimeAccepted,Status,StatusTime,CNA,RN,LPN,Price,SurvivalTime,NoticeGiven,DayOfWeek,DayOfWeekValue,Weekend,MarketNum,Survival/Notice Ratio,StartTimeNorm,HoursNorm,PriceNorm,NoticeGivenNorm,DayOfWeekNorm,MarketNorm,PCA
736444,PVD-1,11/27/2018 23:00,11/14/2018 10:00,23,8,NT,Nurse,1,11/14/2018 11:53,Completed,11/28/2018 8:09,0,37.61,32.13,-0.001392397,0.078472222,13.54166667,Tue,2,0,5,0.005794872,1,0.51042997,0.617154991,0.036636368,0.166666667,0.8,5.116456333
707738,PVD-1,11/8/2018 23:00,10/26/2018 10:04,23,8,NT,Nurse,1,10/31/2018 5:06,Completed,11/9/2018 7:31,0,38.1,34.66,0.040171719,4.793055556,13.53888889,Thu,4,0,5,0.354021338,1,0.51042997,0.650810832,0.036628853,0.5,0.8,5.14059788
692704,PVD-1,10/30/2018 23:00,10/17/2018 10:53,23,8,NT,CNA,0,10/17/2018 11:35,Completed,10/31/2018 5:56,16.18,0,0,-0.059950556,0.029166667,13.50486111,Tue,2,0,5,0.002159716,1,0.51042997,0.569738511,0.036536792,0.166666667,0.8,5.089040683
698448,PVD-1,11/3/2018 23:00,10/21/2018 10:54,23,8,NT,CNA,0,10/22/2018 0:46,Completed,11/4/2018 7:04,17.88,0,0,0.04082774,0.577777778,13.50416667,Sat,6,1,5,0.042785149,1,0.51042997,0.651342034,0.036534914,0.833333333,0.8,5.146596811
703106,PVD-1,11/5/2018 23:00,10/23/2018 11:03,23,8,NT,CNA,0,11/5/2018 9:51,Completed,11/8/2018 15:32,16.42,0,0,-0.044457978,12.95,13.49791667,Mon,1,0,5,0.959407316,1,0.51042997,0.582283365,0.036518004,0,0.8,5.098996452
703108,PVD-1,11/5/2018 23:00,10/23/2018 11:03,23,8,NT,CNA,0,10/31/2018 15:17,Completed,11/6/2018 6:52,16.3,0,0,-0.052147239,8.176388889,13.49791667,Mon,1,0,5,0.605751916,1,0.51042997,0.576057115,0.036518004,0,0.8,5.094613573
683790,PVD-1,10/13/2018 7:00,10/10/2018 13:16,7,8,DT,Nurse,1,,Deleted,10/10/2018 13:29,0,39.04,35.73,0.065974244,0.009027778,2.738888889,Sat,6,1,5,0.003296146,0.304347826,0.51042997,0.67170399,0.00740994,0.833333333,0.8,-1.559094681
683792,PVD-1,10/13/2018 15:00,10/10/2018 13:20,15,8,ET,CNA,0,,Deleted,10/12/2018 14:08,18.23,0,0,0.059243006,2.033333333,3.069444444,Sat,6,1,5,0.662443439,0.652173913,0.51042997,0.666253484,0.008304243,0.833333333,0.8,2.615518513
683810,PVD-1,10/27/2018 23:00,10/10/2018 13:38,23,4,NT,Nurse,1,10/15/2018 10:22,Deleted,10/22/2018 12:52,0,38.77,33.3,0.030982299,4.863888889,17.39027778,Sat,6,1,5,0.279690121,1,0.425287356,0.643369854,0.047048612,0.833333333,0.8,6.93943491
683830,PVD-1,10/16/2018 23:00,10/10/2018 13:59,23,4,NT,Nurse,1,10/10/2018 17:06,Deleted,10/11/2018 10:13,0,38.81,32.52,0.020929402,0.129861111,6.375694444,Tue,2,0,5,0.020368152,1,0.425287356,0.635229691,0.017249154,0.166666667,0.8,8.718067259
683878,PVD-1,10/12/2018 16:00,10/10/2018 14:19,16,7,ET,CNA,0,,Deleted,10/12/2018 14:09,17.86,0,0,0.039753639,1.993055556,2.070138889,Fri,5,0,5,0.962764173,0.695652174,0.489144317,0.650472299,0.005600667,0.666666667,0.8,3.902297074
654190,PVD-1,10/2/2018 23:00,9/19/2018 13:19,23,8,NT,CNA,0,9/19/2018 16:52,Completed,10/3/2018 6:01,18.17,0,0,0.056136489,0.147916667,13.40347222,Tue,2,0,5,0.011035698,1,0.51042997,0.663738035,0.036262489,0.166666667,0.8,5.171635299
741984,PVD-1,12/1/2018 23:00,11/18/2018 14:35,23,8,NT,CNA,0,11/20/2018 14:13,Completed,12/2/2018 7:01,15.78,0,0,-0.086818758,1.984722222,13.35069444,Sat,6,1,5,0.148660598,1,0.51042997,0.547982439,0.036119701,0.833333333,0.8,5.098700809
741986,PVD-1,12/1/2018 23:00,11/18/2018 14:35,23,8,NT,CNA,0,11/27/2018 18:50,Completed,12/2/2018 7:18,15.56,0,0,-0.10218509,9.177083333,13.35069444,Sat,6,1,5,0.687386216,1,0.51042997,0.535539811,0.036119701,0.833333333,0.8,5.089941999
683994,PVD-1,10/25/2018 15:00,10/11/2018 4:00,15,8,ET,CNA,0,,Deleted,10/18/2018 14:52,15.48,0,0,-0.107881137,7.452777778,14.45833333,Thu,4,0,5,0.515465898,0.652173913,0.51042997,0.530927533,0.039116368,0.5,0.8,0.675257752
683998,PVD-1,10/23/2018 15:00,10/11/2018 4:00,15,8,ET,CNA,0,10/19/2018 15:16,Deleted,11/8/2018 12:10,15.49,0,0,-0.107165913,8.469444444,12.45833333,Tue,2,0,5,0.679821628,0.652173913,0.51042997,0.531506674,0.033705459,0.166666667,0.8,0.99966543
684002,PVD-1,10/25/2018 15:00,10/11/2018 4:00,15,8,ET,CNA,0,,Deleted,10/12/2018 4:02,15.51,0,0,-0.105738233,1.001388889,14.45833333,Thu,4,0,5,0.069260327,0.652173913,0.51042997,0.532662714,0.039116368,0.5,0.8,0.676479208
684006,PVD-1,10/21/2018 23:00,10/11/2018 4:00,23,8,NT,CNA,0,10/12/2018 18:53,Deleted,10/16/2018 10:03,16.63,0,0,-0.031268791,1.620138889,10.79166667,Sun,7,1,5,0.1501287,1,0.51042997,0.592963086,0.029196367,1,0.8,5.544926789
684030,PVD-1,10/22/2018 23:00,10/11/2018 4:01,23,4,NT,CNA,0,10/19/2018 10:54,Deleted,10/21/2018 10:04,15.08,0,0,-0.137267905,8.286805556,11.79097222,Mon,1,0,5,0.702809353,1,0.425287356,0.507132094,0.031899943,0,0.8,7.750619795
684032,PVD-1,10/17/2018 23:00,10/11/2018 4:01,23,8,NT,CNA,0,10/12/2018 9:14,Deleted,10/12/2018 21:59,15.6,0,0,-0.099358974,1.217361111,6.790972222,Wed,3,0,5,0.179261683,1,0.51042997,0.537828211,0.018372669,0.333333333,0.8,6.154227885
684034,PVD-1,10/24/2018 23:00,10/11/2018 4:01,23,8,NT,CNA,0,10/15/2018 23:06,Deleted,10/16/2018 15:06,15.17,0,0,-0.130520765,4.795138889,13.79097222,Wed,3,0,5,0.347701294,1,0.51042997,0.512595477,0.037310853,0.333333333,0.8,5.002465664
684050,PVD-1,10/16/2018 15:00,10/11/2018 4:01,15,8,ET,CNA,0,10/11/2018 5:54,Deleted,10/12/2018 8:22,16.22,0,0,-0.057336621,0.078472222,5.457638889,Tue,2,0,5,0.01437842,0.652173913,0.51042997,0.571855101,0.014765396,0.166666667,0.8,2.162180626
684060,PVD-1,10/17/2018 7:00,10/11/2018 4:01,7,8,DT,CNA,0,,Deleted,10/14/2018 23:30,15.81,0,0,-0.084756483,3.811805556,6.124305556,Wed,3,0,5,0.622406169,0.304347826,0.51042997,0.549652331,0.016569032,0.333333333,0.8,-2.193448695
684076,PVD-1,10/18/2018 15:00,10/11/2018 4:02,15,8,ET,CNA,0,,Deleted,10/12/2018 9:41,15.68,0,0,-0.09375,1.235416667,7.456944444,Thu,4,0,5,0.16567331,0.652173913,0.51042997,0.542369983,0.020174427,0.5,0.8,1.8175375
684078,PVD-1,10/18/2018 15:00,10/11/2018 4:02,15,8,ET,CNA,0,,Deleted,10/12/2018 9:41,15.76,0,0,-0.08819797,1.235416667,7.456944444,Thu,4,0,5,0.16567331,0.652173913,0.51042997,0.546865645,0.020174427,0.5,0.8,1.820702157
684088,PVD-1,10/18/2018 15:00,10/11/2018 4:02,15,8,ET,CNA,0,,Deleted,10/12/2018 4:01,15.77,0,0,-0.087507926,0.999305556,7.456944444,Thu,4,0,5,0.134010058,0.652173913,0.51042997,0.547424397,0.020174427,0.5,0.8,1.821095482
684168,PVD-1,10/12/2018 15:00,10/11/2018 7:02,15,8,ET,CNA,0,,Deleted,10/11/2018 15:03,18.3,0,0,0.06284153,0.334027778,1.331944444,Fri,5,0,5,0.250782065,0.652173913,0.51042997,0.669167328,0.003603516,0.666666667,0.8,2.899044672
715208,PVD-1,11/13/2018 15:00,10/31/2018 8:50,15,8,ET,Nurse,1,11/7/2018 5:00,Completed,11/13/2018 23:15,0,37.42,32.7,0.00403443,6.840277778,13.25694444,Tue,2,0,5,0.515976951,0.652173913,0.51042997,0.621549273,0.035866065,0.166666667,0.8,0.933674626
684174,PVD-1,11/7/2018 7:00,10/11/2018 7:03,7,4,DT,Nurse,1,10/30/2018 11:21,Deleted,10/30/2018 12:44,0,39.01,34.05,0.044112979,19.17916667,26.99791667,Wed,3,0,5,0.710394321,0.304347826,0.425287356,0.6540022,0.073041645,0.333333333,0.8,-3.073518103
684176,PVD-1,10/14/2018 7:00,10/11/2018 7:03,7,4,DT,CNA,0,10/11/2018 10:18,Deleted,10/12/2018 13:15,18.66,0,0,0.080921758,0.135416667,2.997916667,Sun,7,1,5,0.045170257,0.304347826,0.425287356,0.683807487,0.008110728,1,0.8,0.835462902
661622,PVD-1,10/8/2018 15:00,9/25/2018 9:34,15,8,ET,CNA,0,9/25/2018 9:35,Completed,10/8/2018 22:01,18.13,0,0,0.054054054,0.000694444,13.22638889,Mon,1,0,5,5.25E-05,0.652173913,0.51042997,0.662051818,0.035783398,0,0.8,0.967135811
684260,PVD-1,10/15/2018 23:00,10/11/2018 8:41,23,4,NT,Nurse,1,10/13/2018 13:54,Deleted,10/14/2018 6:25,0,38.72,34.72,0.049059018,2.217361111,4.596527778,Mon,1,0,5,0.482399154,1,0.425287356,0.658007172,0.012435698,0,0.8,9.02232614
753542,PVD-1,12/10/2018 15:00,11/27/2018 9:54,15,8,ET,CNA,0,12/4/2018 22:06,Completed,12/10/2018 20:58,16.22,0,0,-0.057336621,7.508333333,13.2125,Mon,1,0,5,0.568274992,0.652173913,0.51042997,0.571855101,0.035745823,0,0.8,0.905893126
753544,PVD-1,12/10/2018 15:00,11/27/2018 9:54,15,8,ET,CNA,0,12/9/2018 18:45,Completed,12/10/2018 23:05,16.3,0,0,-0.052147239,12.36875,13.2125,Mon,1,0,5,0.936140019,0.652173913,0.51042997,0.576057115,0.035745823,0,0.8,0.908851074
753546,PVD-1,12/10/2018 15:00,11/27/2018 9:54,15,8,ET,CNA,0,11/29/2018 19:05,Completed,12/10/2018 23:13,16.36,0,0,-0.048288509,2.382638889,13.2125,Mon,1,0,5,0.180332177,0.652173913,0.51042997,0.579181657,0.035745823,0,0.8,0.91105055
753550,PVD-1,12/10/2018 15:00,11/27/2018 9:54,15,8,ET,CNA,0,12/6/2018 20:17,Completed,12/10/2018 23:07,16.16,0,0,-0.061262376,9.432638889,13.2125,Mon,1,0,5,0.713917797,0.652173913,0.51042997,0.568676287,0.035745823,0,0.8,0.903655446
753552,PVD-1,12/10/2018 15:00,11/27/2018 9:54,15,8,ET,Nurse,1,11/27/2018 9:54,Completed,12/11/2018 1:16,0,36.65,29.38,-0.057657213,0,13.2125,Mon,1,0,5,0,0.652173913,0.51042997,0.571595507,0.035745823,0,0.8,0.905710389
692696,PVD-1,10/30/2018 15:00,10/17/2018 10:52,15,8,ET,CNA,0,10/20/2018 13:25,Completed,10/30/2018 21:59,16.93,0,0,-0.012994684,3.10625,13.17222222,Tue,2,0,5,0.23581822,0.652173913,0.51042997,0.607760235,0.035636853,0.166666667,0.8,0.93769303
698446,PVD-1,11/3/2018 15:00,10/21/2018 10:54,15,8,ET,CNA,0,10/22/2018 0:45,Completed,11/3/2018 22:05,17.92,0,0,0.04296875,0.577083333,13.17083333,Sat,6,1,5,0.043815248,0.652173913,0.51042997,0.65307568,0.035633095,0.833333333,0.8,0.969817188
665900,PVD-1,10/10/2018 15:00,9/27/2018 11:00,15,8,ET,Nurse,1,9/27/2018 11:28,Completed,10/10/2018 22:42,0,38.91,33.96,0.041620616,0.019444444,13.16666667,Wed,3,0,5,0.001476793,0.652173913,0.51042997,0.651984052,0.035621823,0.333333333,0.8,0.969723751
703098,PVD-1,11/5/2018 15:00,10/23/2018 11:03,15,8,ET,CNA,0,10/29/2018 8:12,Completed,11/5/2018 22:28,16.91,0,0,-0.014192785,5.88125,13.16458333,Mon,1,0,5,0.446747903,0.652173913,0.51042997,0.606790093,0.035616186,0,0.8,0.938247613
703100,PVD-1,11/5/2018 15:00,10/23/2018 11:03,15,8,ET,CNA,0,10/29/2018 14:53,Completed,11/8/2018 15:42,16.89,0,0,-0.015393724,6.159722222,13.16458333,Mon,1,0,5,0.467901039,0.652173913,0.51042997,0.605817653,0.035616186,0,0.8,0.937563078
703102,PVD-1,11/5/2018 15:00,10/23/2018 11:03,15,8,ET,CNA,0,11/3/2018 10:22,Completed,11/5/2018 23:05,16.74,0,0,-0.024492234,10.97152778,13.16458333,Mon,1,0,5,0.83341246,0.652173913,0.51042997,0.598450288,0.035616186,0,0.8,0.932376927
703104,PVD-1,11/5/2018 15:00,10/23/2018 11:03,15,8,ET,CNA,0,10/31/2018 12:51,Completed,11/5/2018 22:57,16.87,0,0,-0.01659751,8.075,13.16458333,Mon,1,0,5,0.613388194,0.652173913,0.51042997,0.604842908,0.035616186,0,0.8,0.93687692
704504,PVD-1,11/6/2018 15:00,10/24/2018 11:05,15,8,ET,Nurse,1,10/25/2018 13:13,Completed,11/6/2018 23:13,0,37.85,32.38,0.005594394,1.088888889,13.16319444,Tue,2,0,5,0.082722237,0.652173913,0.51042997,0.622812427,0.035612429,0.166666667,0.8,0.949751305
673864,PVD-1,10/15/2018 15:00,10/2/2018 12:01,15,8,ET,CNA,0,10/2/2018 18:09,Completed,10/15/2018 22:01,18.23,0,0,0.059243006,0.255555556,13.12430556,Mon,1,0,5,0.01947193,0.652173913,0.51042997,0.666253484,0.035507216,0,0.8,0.986631013
737288,PVD-1,11/27/2018 15:00,11/14/2018 12:11,15,8,ET,CNA,0,11/22/2018 10:39,Completed,11/27/2018 23:05,16.99,0,0,-0.009417304,7.936111111,13.11736111,Tue,2,0,5,0.605008206,0.652173913,0.51042997,0.610656958,0.035488429,0.166666667,0.8,0.948619637
737290,PVD-1,11/27/2018 15:00,11/14/2018 12:11,15,8,ET,CNA,0,11/15/2018 1:13,Completed,11/27/2018 23:21,17.13,0,0,-0.001167542,0.543055556,13.11736111,Tue,2,0,5,0.041399757,0.652173913,0.51042997,0.617337064,0.035488429,0.166666667,0.8,0.953322001
737292,PVD-1,11/27/2018 15:00,11/14/2018 12:11,15,8,ET,CNA,0,11/20/2018 21:15,Completed,11/27/2018 23:04,16.88,0,0,-0.015995261,6.377777778,13.11736111,Tue,2,0,5,0.486208905,0.652173913,0.51042997,0.605330569,0.035488429,0.166666667,0.8,0.944870201
737294,PVD-1,11/27/2018 15:00,11/14/2018 12:11,15,8,ET,CNA,0,11/25/2018 10:11,Completed,11/27/2018 21:00,16.92,0,0,-0.013593381,10.91666667,13.11736111,Tue,2,0,5,0.832230399,0.652173913,0.51042997,0.60727545,0.035488429,0.166666667,0.8,0.946239273
737296,PVD-1,11/27/2018 15:00,11/14/2018 12:11,15,8,ET,Nurse,1,11/17/2018 7:53,Completed,11/28/2018 0:00,0,37.62,32.84,0.008840395,2.820833333,13.11736111,Tue,2,0,5,0.215045794,0.652173913,0.51042997,0.625440822,0.035488429,0.166666667,0.8,0.959026525
737300,PVD-1,11/27/2018 15:00,11/14/2018 12:11,15,8,ET,Nurse,1,11/16/2018 7:46,Completed,11/27/2018 23:33,0,37.63,32.36,0.002184516,1.815972222,13.11736111,Tue,2,0,5,0.138440362,0.652173913,0.51042997,0.620051336,0.035488429,0.166666667,0.8,0.955232674
726300,PVD-1,11/20/2018 15:00,11/7/2018 12:12,15,8,ET,CNA,0,11/12/2018 11:09,Completed,11/20/2018 23:06,16.99,0,0,-0.009417304,4.95625,13.11666667,Tue,2,0,5,0.377858958,0.652173913,0.51042997,0.610656958,0.03548655,0.166666667,0.8,0.948732136
735126,PVD-1,11/26/2018 15:00,11/13/2018 12:30,15,8,ET,Nurse,1,11/14/2018 9:16,Completed,11/26/2018 23:45,0,37.48,32.77,0.005877498,0.865277778,13.10416667,Mon,1,0,5,0.066030737,0.652173913,0.51042997,0.623041666,0.035452732,0,0.8,0.959475173
735130,PVD-1,11/26/2018 15:00,11/13/2018 12:31,15,8,ET,CNA,0,11/13/2018 15:01,Completed,11/26/2018 23:00,16.94,0,0,-0.012396694,0.104166667,13.10347222,Mon,1,0,5,0.007949547,0.652173913,0.51042997,0.608244448,0.035450853,0,0.8,0.949171385
735132,PVD-1,11/26/2018 15:00,11/13/2018 12:31,15,8,ET,CNA,0,11/17/2018 2:44,Completed,11/27/2018 10:29,16.81,0,0,-0.020226056,3.592361111,13.10347222,Mon,1,0,5,0.274153373,0.652173913,0.51042997,0.601904754,0.035450853,0,0.8,0.944708648
671808,PVD-1,10/14/2018 15:00,10/1/2018 12:40,15,8,ET,CNA,0,10/6/2018 13:55,Completed,10/14/2018 22:06,18.28,0,0,0.061816193,5.052083333,13.09722222,Sun,7,1,5,0.38573701,0.652173913,0.51042997,0.668337079,0.035433944,1,0.8,0.99248523
671810,PVD-1,10/14/2018 15:00,10/1/2018 12:40,15,8,ET,CNA,0,10/3/2018 7:05,Completed,10/14/2018 22:01,17.81,0,0,0.037057833,1.767361111,13.09722222,Sun,7,1,5,0.134941676,0.652173913,0.51042997,0.648289415,0.035433944,1,0.8,0.978372965
654184,PVD-1,10/2/2018 15:00,9/19/2018 13:18,15,8,ET,CNA,0,9/20/2018 11:37,Completed,10/2/2018 22:02,18.27,0,0,0.061302682,0.929861111,13.07083333,Tue,2,0,5,0.071140155,0.652173913,0.51042997,0.667921272,0.03536255,0.166666667,0.8,0.996467529
654186,PVD-1,10/2/2018 15:00,9/19/2018 13:18,15,8,ET,CNA,0,9/20/2018 11:43,Completed,10/2/2018 22:00,17.65,0,0,0.028328612,0.934027778,13.07083333,Tue,2,0,5,0.071458931,0.652173913,0.51042997,0.641221076,0.03536255,0.166666667,0.8,0.977672309
684728,PVD-1,10/16/2018 7:00,10/11/2018 10:20,7,4,DT,CNA,0,10/11/2018 12:01,Deleted,10/11/2018 12:10,17.66,0,0,0.028878822,0.070138889,4.861111111,Tue,2,0,5,0.014428571,0.304347826,0.425287356,0.641666599,0.013151517,0.166666667,0.8,0.503960929
741968,PVD-1,12/1/2018 15:00,11/18/2018 14:35,15,8,ET,CNA,0,11/26/2018 18:24,Completed,12/1/2018 22:54,15.78,0,0,-0.086818758,8.159027778,13.01736111,Sat,6,1,5,0.626780475,0.652173913,0.51042997,0.547982439,0.035217883,0.833333333,0.8,0.920700808
741970,PVD-1,12/1/2018 15:00,11/18/2018 14:35,15,8,ET,CNA,0,11/26/2018 17:24,Completed,12/1/2018 23:05,15.88,0,0,-0.079974811,8.117361111,13.01736111,Sat,6,1,5,0.623579621,0.652173913,0.51042997,0.553524209,0.035217883,0.833333333,0.8,0.924601858
741972,PVD-1,12/1/2018 15:00,11/18/2018 14:35,15,8,ET,CNA,0,11/27/2018 18:49,Completed,12/1/2018 23:01,15.65,0,0,-0.095846645,9.176388889,13.01736111,Sat,6,1,5,0.704934649,0.652173913,0.51042997,0.54067226,0.035217883,0.833333333,0.8,0.915554913
741976,PVD-1,12/1/2018 15:00,11/18/2018 14:35,15,8,ET,CNA,0,11/28/2018 9:22,Completed,12/1/2018 23:04,15.7,0,0,-0.092356688,9.782638889,13.01736111,Sat,6,1,5,0.751507069,0.652173913,0.51042997,0.543498193,0.035217883,0.833333333,0.8,0.917544188
741980,PVD-1,12/1/2018 15:00,11/18/2018 14:35,15,8,ET,Nurse,1,11/18/2018 22:09,Completed,12/1/2018 23:26,0,37.67,31.3,-0.012572216,0.315277778,13.01736111,Sat,6,1,5,0.024219792,0.652173913,0.51042997,0.608102322,0.035217883,0.833333333,0.8,0.963021337
684806,PVD-1,10/16/2018 7:00,10/11/2018 10:52,7,4,DT,CNA,0,10/11/2018 11:57,Deleted,10/15/2018 7:06,17.75,0,0,0.033802817,0.045138889,4.838888889,Tue,2,0,5,0.009328358,0.304347826,0.425287356,0.645653721,0.013091396,0.166666667,0.8,0.510367606
724730,PVD-1,11/19/2018 15:00,11/6/2018 16:13,15,8,ET,CNA,0,11/15/2018 15:05,Completed,11/21/2018 8:52,17.29,0,0,0.008097166,8.952777778,12.94930556,Mon,1,0,5,0.691371266,0.652173913,0.51042997,0.624839004,0.035033762,0,0.8,0.985827884
724732,PVD-1,11/19/2018 15:00,11/6/2018 16:13,15,8,ET,CNA,0,11/16/2018 9:08,Completed,11/19/2018 23:04,17.26,0,0,0.006373117,9.704861111,12.94930556,Mon,1,0,5,0.749450313,0.652173913,0.51042997,0.623442985,0.035033762,0,0.8,0.984845176
724734,PVD-1,11/19/2018 15:00,11/6/2018 16:13,15,8,ET,CNA,0,11/16/2018 23:08,Completed,11/19/2018 23:00,17.03,0,0,-0.007046389,10.28819444,12.94930556,Mon,1,0,5,0.794497774,0.652173913,0.51042997,0.612576767,0.035033762,0,0.8,0.977196058
692684,PVD-1,10/30/2018 9:00,10/17/2018 10:52,9,6,DT,Nurse,1,10/18/2018 5:09,Incompleted,10/30/2018 8:05,0,38.68,34.27,0.042671614,0.761805556,12.92222222,Tue,2,0,5,0.058953138,0.391304348,0.467858663,0.652835079,0.034960489,0.166666667,0.8,-0.95007718
689998,PVD-1,10/28/2018 15:00,10/15/2018 17:46,15,8,ET,CNA,0,10/15/2018 23:11,Completed,10/28/2018 22:03,17.89,0,0,0.04136389,0.225694444,12.88472222,Sun,7,1,5,0.017516438,0.652173913,0.51042997,0.651776172,0.034859035,1,0.8,1.015252418
674392,PVD-1,10/15/2018 15:00,10/2/2018 17:53,15,8,ET,CNA,0,10/2/2018 21:53,Completed,10/15/2018 21:57,18.15,0,0,0.055096419,0.166666667,12.87986111,Mon,1,0,5,0.012940098,0.652173913,0.51042997,0.662895855,0.034845883,0,0.8,1.023867459
753536,PVD-1,12/10/2018 7:00,11/27/2018 9:54,7,8,DT,CNA,0,12/9/2018 17:30,Completed,12/10/2018 15:07,16.31,0,0,-0.051502146,12.31666667,12.87916667,Mon,1,0,5,0.956324814,0.304347826,0.51042997,0.576579469,0.034844004,0,0.8,-3.268781224
668160,PVD-1,10/11/2018 7:00,9/28/2018 10:11,7,8,DT,CNA,0,10/1/2018 19:17,Completed,10/11/2018 14:07,17.97,0,0,0.045631608,3.379166667,12.86736111,Thu,4,0,5,0.26261536,0.304347826,0.51042997,0.655231885,0.034812065,0.5,0.8,-3.211502483
760300,PVD-1,12/12/2018 15:00,11/29/2018 18:53,15,8,ET,Nurse,1,11/30/2018 4:03,Completed,12/13/2018 0:30,0,37.66,32.02,-0.002254675,0.381944444,12.83819444,Wed,3,0,5,0.029750636,0.652173913,0.51042997,0.616456776,0.034733156,0.333333333,0.8,0.997927336
703096,PVD-1,11/5/2018 7:00,10/23/2018 11:03,7,8,DT,CNA,0,10/29/2018 8:11,Completed,11/5/2018 15:03,16.77,0,0,-0.022659511,5.880555556,12.83125,Mon,1,0,5,0.458299508,0.304347826,0.51042997,0.599934305,0.034714368,0,0.8,-3.244578421
749144,PVD-1,12/6/2018 7:00,11/23/2018 11:24,7,8,DT,CNA,0,11/26/2018 7:58,Completed,12/6/2018 15:01,16.43,0,0,-0.043822276,2.856944444,12.81666667,Thu,4,0,5,0.222908539,0.304347826,0.51042997,0.582798114,0.034674913,0.5,0.8,-3.254278698
749146,PVD-1,12/6/2018 7:00,11/23/2018 11:24,7,8,DT,CNA,0,11/26/2018 12:02,Completed,12/6/2018 14:59,16.31,0,0,-0.051502146,3.026388889,12.81666667,Thu,4,0,5,0.236129172,0.304347826,0.51042997,0.576579469,0.034674913,0.5,0.8,-3.258656224
735128,PVD-1,11/26/2018 7:00,11/13/2018 12:31,7,8,DT,CNA,0,11/13/2018 22:35,Completed,11/26/2018 15:06,16.57,0,0,-0.035003018,0.419444444,12.77013889,Mon,1,0,5,0.032845723,0.304347826,0.51042997,0.589939359,0.034549034,0,0.8,-3.24171422
741960,PVD-1,12/1/2018 9:00,11/18/2018 14:35,9,6,DT,CNA,0,11/26/2018 16:04,Incompleted,12/1/2018 9:14,15.75,0,0,-0.088888889,8.061805556,12.76736111,Sat,6,1,5,0.631438673,0.391304348,0.467858663,0.546306185,0.034541519,0.833333333,0.8,-0.999979167
685248,PVD-1,10/16/2018 9:00,10/11/2018 12:53,9,6,DT,CNA,0,,Deleted,10/16/2018 6:35,16.95,0,0,-0.01179941,4.7375,4.838194444,Tue,2,0,5,0.979187599,0.391304348,0.467858663,0.608728088,0.013089517,0.166666667,0.8,0.328486836
685272,PVD-1,10/17/2018 15:00,10/11/2018 12:56,15,8,ET,CNA,0,10/12/2018 7:25,Deleted,10/16/2018 8:32,17.32,0,0,0.009815242,0.770138889,6.086111111,Wed,3,0,5,0.126540393,0.652173913,0.51042997,0.626230187,0.016465699,0.333333333,0.8,2.098644688
685274,PVD-1,10/17/2018 15:00,10/11/2018 12:56,15,4,ET,CNA,0,10/16/2018 10:01,Deleted,10/17/2018 8:34,17.06,0,0,-0.005275498,4.878472222,6.086111111,Wed,3,0,5,0.801574623,0.652173913,0.425287356,0.614010716,0.016465699,0.333333333,0.8,4.518042966
711866,PVD-1,11/11/2018 7:00,10/29/2018 14:01,7,8,DT,CNA,0,10/30/2018 0:54,Completed,11/11/2018 14:59,18.14,0,0,0.054575524,0.453472222,12.70763889,Sun,7,1,5,0.03568501,0.304347826,0.51042997,0.662474069,0.034379944,1,0.8,-3.180529452
741966,PVD-1,12/1/2018 7:00,11/18/2018 14:35,7,8,DT,Nurse,1,11/28/2018 18:33,Completed,12/1/2018 16:35,0,37.63,31.14,-0.015517024,10.16527778,12.68402778,Sat,6,1,5,0.801423488,0.304347826,0.51042997,0.605717813,0.034316065,0.833333333,0.8,-3.216657204
753320,PVD-1,12/9/2018 23:59,11/27/2018 8:29,23,7.02,NT,CNA,0,11/28/2018 13:38,Incompleted,12/10/2018 0:02,16.23,0,0,-0.056685151,1.214583333,12.64583333,Sun,7,1,5,0.096046128,1,0.48957003,0.572382618,0.034212731,1,0.8,5.824924464
753330,PVD-1,12/9/2018 23:00,11/27/2018 8:31,23,8,NT,Nurse,1,12/4/2018 19:33,Completed,12/10/2018 7:19,0,37.7,29.59,-0.037852664,7.459722222,12.60347222,Sun,7,1,5,0.59187834,1,0.51042997,0.587631906,0.034098125,1,0.8,5.247661482
715198,PVD-1,11/12/2018 23:00,10/31/2018 8:49,23,8,NT,Nurse,1,11/3/2018 7:26,Completed,11/13/2018 7:48,0,37.64,32.86,0.009402755,2.942361111,12.59097222,Mon,1,0,5,0.233688158,1,0.51042997,0.625896183,0.034064307,0,0.8,5.276622071
663360,PVD-1,10/8/2018 23:00,9/26/2018 9:32,23,8,NT,CNA,0,9/26/2018 10:47,Completed,10/9/2018 6:00,17.43,0,0,0.016064257,0.052083333,12.56111111,Mon,1,0,5,0.004146395,1,0.51042997,0.631290222,0.033983519,0,0.8,5.285256627
663362,PVD-1,10/8/2018 23:00,9/26/2018 9:32,23,8,NT,CNA,0,10/1/2018 20:42,Completed,10/9/2018 6:01,16.32,0,0,-0.050857843,5.465277778,12.56111111,Mon,1,0,5,0.435095091,1,0.51042997,0.577101182,0.033983519,0,0.8,5.24711103
685516,PVD-1,10/14/2018 7:00,10/11/2018 15:22,7,4,DT,CNA,0,10/11/2018 20:19,Deleted,10/12/2018 9:14,18.24,0,0,0.059758772,0.20625,2.651388889,Sun,7,1,5,0.077789419,0.304347826,0.425287356,0.666671117,0.007173213,1,0.8,0.8795375
